sliding.sentences,story,lang,sentence_num,prop_num
porté les coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez,3,fre,2170,0.650284686844471
les coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné,3,fre,2171,0.6505843572070722
coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le,3,fre,2172,0.6508840275696733
que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien,3,fre,2173,0.6511836979322745
je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à,3,fre,2174,0.6514833682948756
leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à vos,3,fre,2175,0.6517830386574768
"ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons,",3,fre,2176,0.6520827090200779
"moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est",3,fre,2177,0.6523823793826791
"appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du",3,fre,2178,0.6526820497452802
"— Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien",3,fre,2179,0.6529817201078814
"Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien que",3,fre,2180,0.6532813904704825
"récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous",3,fre,2181,0.6535810608330836
"ce que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en",3,fre,2182,0.6538807311956848
"que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez",3,fre,2183,0.6541804015582859
"vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu.",3,fre,2184,0.654480071920887
"avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu. Vous",3,fre,2185,0.6547797422834881
"semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu. Vous leur",3,fre,2186,0.6550794126460893
"— Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu. Vous leur avez",3,fre,2187,0.6553790830086904
"Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu. Vous leur avez appris",3,fre,2188,0.6556787533712916
"vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu. Vous leur avez appris le",3,fre,2189,0.6559784237338927
"aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu. Vous leur avez appris le meurtre,",3,fre,2190,0.6562780940964938
"enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu. Vous leur avez appris le meurtre, c'est",3,fre,2191,0.656577764459095
"le bien à vos compagnons, c'est du bien que vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi",3,fre,2192,0.6568774348216961
"bien à vos compagnons, c'est du bien que vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous",3,fre,2193,0.6571771051842973
"à vos compagnons, c'est du bien que vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous",3,fre,2194,0.6574767755468984
"vos compagnons, c'est du bien que vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes",3,fre,2195,0.6577764459094996
"compagnons, c'est du bien que vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué",3,fre,2196,0.6580761162721007
"c'est du bien que vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même",3,fre,2197,0.6583757866347019
"du bien que vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par",3,fre,2198,0.658675456997303
"bien que vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs",3,fre,2199,0.6589751273599042
"que vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains.",3,fre,2200,0.6592747977225052
"vous en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. —",3,fre,2201,0.6595744680851063
"en auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous",3,fre,2202,0.6598741384477075
"auriez reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez",3,fre,2203,0.6601738088103086
"reçu. Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison,",3,fre,2204,0.6604734791729098
"Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit",3,fre,2205,0.6607731495355109
"leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le",3,fre,2206,0.6610728198981121
"avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef",3,fre,2207,0.6613724902607132
"appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des",3,fre,2208,0.6616721606233144
"le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands;",3,fre,2209,0.6619718309859155
"meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai",3,fre,2210,0.6622715013485166
"c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité",3,fre,2211,0.6625711717111178
"pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon",3,fre,2212,0.6628708420737189
"vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort,",3,fre,2213,0.6631705124363201
"vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais",3,fre,2214,0.6634701827989212
"êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il",3,fre,2215,0.6637698531615224
"tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit",3,fre,2216,0.6640695235241235
"vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être",3,fre,2217,0.6643691938867246
"par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible",3,fre,2218,0.6646688642493257
"leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il",3,fre,2219,0.6649685346119268
"mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me",3,fre,2220,0.665268204974528
"— Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut",3,fre,2221,0.6655678753371291
"Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter,",3,fre,2222,0.6658675456997303
"avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans",3,fre,2223,0.6661672160623314
"raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma",3,fre,2224,0.6664668864249326
"répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie",3,fre,2225,0.6667665567875337
"le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future,",3,fre,2226,0.6670662271501349
"chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le",3,fre,2227,0.667365897512736
"des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit",3,fre,2228,0.6676655678753372
"brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit de",3,fre,2229,0.6679652382379383
"j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes",3,fre,2230,0.6682649086005394
"mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes",3,fre,2231,0.6685645789631406
"mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises",3,fre,2232,0.6688642493257417
"sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions!",3,fre,2233,0.6691639196883428
"mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi",3,fre,2234,0.6694635900509439
"qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done,",3,fre,2235,0.6697632604135451
"doit être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint",3,fre,2236,0.6700629307761462
"être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme,",3,fre,2237,0.6703626011387473
"horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce",3,fre,2238,0.6706622715013485
"s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que",3,fre,2239,0.6709619418639496
"me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je",3,fre,2240,0.6712616122265508
"faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis",3,fre,2241,0.6715612825891519
"récolter, dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire",3,fre,2242,0.6718609529517531
"dans ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour",3,fre,2243,0.6721606233143542
"ma vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger",3,fre,2244,0.6724602936769554
"vie future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger le",3,fre,2245,0.6727599640395565
"future, le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids",3,fre,2246,0.6730596344021577
"le fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des",3,fre,2247,0.6733593047647588
"fruit de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des péchés",3,fre,2248,0.67365897512736
"de toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des péchés qui",3,fre,2249,0.6739586454899611
"toutes mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des péchés qui oppresse",3,fre,2250,0.6742583158525621
"mes mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des péchés qui oppresse ma",3,fre,2251,0.6745579862151633
"mauvaises actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine",3,fre,2252,0.6748576565777644
"actions! Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme",3,fre,2253,0.6751573269403656
"Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un",3,fre,2254,0.6754569973029667
"done, saint homme, ce que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher.",3,fre,2255,0.6757566676655679
"saint homme, ce que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. —",3,fre,2256,0.676056338028169
"homme, ce que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. — Arrachez",3,fre,2257,0.6763560083907701
ce que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. — Arrachez de,3,fre,2258,0.6766556787533713
que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. — Arrachez de votre,3,fre,2259,0.6769553491159724
je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. — Arrachez de votre cœur,3,fre,2260,0.6772550194785736
puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. — Arrachez de votre cœur vos,3,fre,2261,0.6775546898411747
faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. — Arrachez de votre cœur vos désirs,3,fre,2262,0.6778543602037759
pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. — Arrachez de votre cœur vos désirs de,3,fre,2263,0.678154030566377
